,0,1,2,3,4,5,6,7,8,9,10
626,"Simipour
","
","75
","98
","63
","98
","63
","101
","83,00
","18,10
","498
"
627,"Munna
","
","76
","25
","45
","67
","55
","24
","48,67
","21,47
","292
"
628,"Musharna
","
","116
","55
","85
","107
","95
","29
","81,17
","33,14
","487
"
629,"Pidove
","
","50
","55
","50
","36
","30
","43
","44,00
","9,53
","264
"
630,"Tranquill
","
","62
","77
","62
","50
","42
","65
","59,67
","12,21
","358
"
631,"Unfezant
","
","80
","11531
","80
","65
","55
","93
","81,33
","21,13
","488
"
632,"Blitzle
","
","45
","60
","32
","50
","32
","76
","49,17
","17,00
","295
"
633,"Zebstrika
","
","75
","100
","63
","80
","63
","116
","82,83
","21,22
","497
"
634,"Roggenrola
","
","55
","75
","85
","25
","25
","15
","46,67
","29,27
","280
"
635,"Boldore
","
","70
","105
","105
","50
","40
","20
","65,00
","34,93
","390
"
636,"Gigalith
","
","85
","135
","130
","60
","8032
","25
","85,83
","41,88
","515
"
637,"Woobat
","
","6523
","45
","43
","55
","43
","72
","53,83
","12,40
","323
"
638,"Swoobat
","
","67
","57
","55
","77
","55
","114
","70,83
","22,84
","425
"
639,"Drilbur
","
","60
","85
","40
","30
","45
","68
","54,67
","20,22
","328
"
640,"Excadrill
","
","110
","135
","60
","50
","65
","88
","84,67
","32,81
","508
"
641,"Audino
","
","103
","60
","86
","60
","86
","50
","74,17
","20,48
","445
"
642,"Mega-Audino
","
","103
","60
","126
","80
","126
","50
","90,83
","32,73
","545
"
643,"Timburr
","
","75
","80
","55
","25
","35
","35
","50,83
","22,89
","305
"
644,"Gurdurr
","
","85
","105
","85
","40
","50
","40
","67,50
","27,70
","405
"
645,"Conkeldurr
","
","105
","140
","95
","55
","65
","45
","84,17
","35,84
","505
"
646,"Tympole
","
","50
","50
","40
","50
","40
","64
","49,00
","8,83
","294
"
647,"Palpitoad
","
","75
","65
","55
","65
","55
","69
","64,00
","7,87
","384
"
648,"Seismitoad
","
","105
","9533
","75
","85
","75
","74
","84,83
","12,81
","509
"
649,"Throh
","
","120
","100
","85
","30
","85
","45
","77,50
","33,87
","465
"
650,"Sawk
","
","75
","125
","75
","30
","75
","85
","77,50
","30,29
","465
"
651,"Sewaddle
","
","45
","53
","70
","40
","60
","42
","51,67
","11,67
","310
"
652,"Swadloon
","
","55
","63
","90
","50
","80
","42
","63,33
","18,39
","380
"
653,"Leavanny
","
","75
","103
","80
","70
","8032
","92
","83,33
","12,09
","500
"
654,"Venipede
","
","30
","45
","59
","30
","39
","57
","43,33
","12,72
","260
"
655,"Whirlipede
","
","40
","55
","99
","40
","79
","47
","60,00
","23,98
","360
"
656,"Scolipede
","
","60
","10034
","89
","55
","69
","112
","80,83
","23,01
","485
"
657,"Cottonee
","
","40
","27
","60
","37
","50
","66
","46,67
","14,75
","280
"
658,"Whimsicott
","
","60
","67
","85
","77
","75
","116
","80,00
","19,62
","480
"
659,"Petilil
","
","45
","35
","50
","70
","50
","30
","46,67
","14,02
","280
"
660,"Lilligant
","
","70
","60
","75
","110
","75
","90
","80,00
","17,61
","480
"
661,"Lilligant de Hisui
","
","70
","105
","75
","50
","75
","105
","80,00
","21,45
","480
"
662,"Basculin
","
","70
","92
","65
","80
","55
","98
","76,67
","16,44
","460
"
663,"Sandile
","
","50
","72
","35
","35
","35
","65
","48,67
","16,57
","292
"
664,"Krokorok
","
","60
","82
","45
","45
","45
","74
","58,50
","16,38
","351
"
665,"Krookodile
","
","95
","117
","8032
","65
","70
","92
","86,50
","19,02
","519
"
666,"Darumaka
","
","70
","90
","45
","15
","45
","50
","52,50
","25,45
","315
"
667,"Darumaka de Galar
","
","70
","90
","45
","15
","45
","50
","52,50
","25,45
","315
"
668,"Darmanitan
","
","105
","140
","55
","30
","55
","95
","80,00
","40,50
","480
"
669,"Darmanitan de Galar
","
","105
","140
","55
","30
","55
","95
","80,00
","40,50
","480
"
670,"Darmanitan (modo daruma)
","
","105
","30
","105
","140
","105
","55
","90,00
","40,00
","540
"
671,"Darmanitan de Galar (modo daruma)
","
","105
","160
","55
","30
","55
","135
","90,00
","51,38
","540
"
672,"Maractus
","
","75
","86
","67
","106
","67
","60
","76,83
","16,82
","461
"
673,"Dwebble
","
","50
","65
","85
","35
","35
","55
","54,17
","19,08
","325
"
674,"Crustle
","
","70
","10512
","125
","65
","75
","45
","80,83
","29,05
","485
"
675,"Scraggy
","
","50
","75
","70
","35
","70
","48
","58,00
","15,94
","348
"
676,"Scrafty
","
","65
","90
","115
","45
","115
","58
","81,33
","29,91
","488
"
677,"Sigilyph
","
","72
","58
","80
","103
","80
","97
","81,67
","16,43
","490
"
678,"Yamask
","
","38
","30
","85
","55
","65
","30
","50,50
","21,99
","303
"
679,"Yamask de Galar
","
","38
","55
","85
","30
","65
","30
","50,50
","21,99
","303
"
680,"Cofagrigus
","
","58
","50
","145
","95
","105
","30
","80,50
","42,33
","483
"
681,"Tirtouga
","
","54
","78
","103
","53
","45
","22
","59,17
","28,01
","355
"
682,"Carracosta
","
","74
","108
","133
","83
","65
","32
","82,50
","35,01
","495
"
683,"Archen
","
","55
","112
","45
","74
","45
","70
","66,83
","25,28
","401
"
684,"Archeops
","
","75
","140
","65
","112
","65
","110
","94,50
","30,78
","567
"
685,"Trubbish
","
","50
","50
","62
","40
","62
","65
","54,83
","9,72
","329
"
686,"Garbodor
","
","80
","95
","82
","60
","82
","75
","79,00
","11,42
","474
"
687,"Zorua
","
","40
","65
","40
","80
","40
","65
","55,00
","17,32
","330
"
688,"Zorua de Hisui
","
","35
","60
","40
","85
","40
","70
","55,00
","20,00
","330
"
689,"Zoroark
","
","60
","105
","60
","120
","60
","105
","85,00
","27,93
","510
"
690,"Zoroark de Hisui
","
","55
","100
","60
","125
","60
","110
","85,00
","30,33
","510
"
691,"Minccino
","
","55
","50
","40
","40
","40
","75
","50,00
","13,78
","300
"
692,"Cinccino
","
","75
","95
","60
","65
","60
","115
","78,33
","22,29
","470
"
693,"Gothita
","
","45
","30
","50
","55
","65
","45
","48,33
","11,69
","290
"
694,"Gothorita
","
","60
","45
","70
","75
","85
","55
","65,00
","14,49
","390
"
695,"Gothitelle
","
","70
","55
","95
","95
","110
","65
","81,67
","21,37
","490
"
696,"Solosis
","
","45
","30
","40
","105
","50
","20
","48,33
","29,78
","290
"
697,"Duosion
","
","65
","40
","50
","125
","60
","30
","61,67
","33,57
","370
"
698,"Reuniclus
","
","110
","65
","75
","125
","85
","30
","81,67
","33,71
","490
"
699,"Ducklett
","
","62
","44
","50
","44
","50
","55
","50,83
","6,88
","305
"
700,"Swanna
","
","75
","87
","63
","87
","63
","98
","78,83
","14,26
","473
"
701,"Vanillite
","
","36
","50
","50
","65
","60
","44
","50,83
","10,52
","305
"
702,"Vanillish
","
","51
","65
","65
","80
","75
","59
","65,83
","10,52
","395
"
703,"Vanilluxe
","
","71
","95
","85
","110
","95
","79
","89,17
","13,80
","535
"
704,"Deerling
","
","60
","60
","50
","40
","50
","75
","55,83
","12,01
","335
"
705,"Sawsbuck
","
","80
","100
","70
","60
","70
","95
","79,17
","15,63
","475
"
706,"Emolga
","
","55
","75
","60
","75
","60
","103
","71,33
","17,63
","428
"
707,"Karrablast
","
","50
","75
","45
","40
","45
","60
","52,50
","12,94
","315
"
708,"Escavalier
","
","70
","135
","105
","60
","105
","20
","82,50
","40,84
","495
"
709,"Foongus
","
","69
","55
","45
","55
","55
","15
","49,00
","18,33
","294
"
710,"Amoonguss
","
","114
","85
","70
","85
","80
","30
","77,33
","27,43
","464
"
711,"Frillish
","
","55
","40
","50
","65
","85
","40
","55,83
","17,15
","335
"
712,"Jellicent
","
","100
","60
","70
","85
","105
","60
","80,00
","19,75
","480
"
713,"Alomomola
","
","165
","75
","80
","40
","45
","65
","78,33
","45,35
","470
"
714,"Joltik
","
","50
","47
","50
","57
","50
","65
","53,17
","6,68
","319
"
715,"Galvantula
","
","70
","77
","60
","97
","60
","108
","78,67
","19,86
","472
"
716,"Ferroseed
","
","44
","50
","91
","24
","86
","10
","50,83
","32,51
","305
"
717,"Ferrothorn
","
","74
","94
","131
","54
","116
","20
","81,50
","40,97
","489
"
718,"Klink
","
","40
","55
","70
","45
","60
","30
","50,00
","14,49
","300
"
719,"Klang
","
","60
","80
","95
","70
","85
","50
","73,33
","16,63
","440
"
720,"Klinklang
","
","60
","100
","115
","70
","85
","90
","86,67
","19,92
","520
"
721,"Tynamo
","
","35
","55
","40
","45
","40
","60
","45,83
","9,70
","275
"
722,"Eelektrik
","
","65
","85
","70
","75
","70
","40
","67,50
","15,08
","405
"
723,"Eelektross
","
","85
","115
","80
","105
","80
","50
","85,83
","22,68
","515
"
724,"Elgyem
","
","55
","55
","55
","85
","55
","30
","55,83
","17,44
","335
"
725,"Beheeyem
","
","75
","75
","75
","125
","95
","40
","80,83
","28,00
","485
"
726,"Litwick
","
","50
","30
","55
","65
","55
","20
","45,83
","17,15
","275
"
727,"Lampent
","
","60
","40
","60
","95
","60
","55
","61,67
","18,07
","370
"
728,"Chandelure
","
","60
","55
","90
","145
","90
","80
","86,67
","32,20
","520
"
729,"Axew
","
","46
","87
","60
","30
","40
","57
","53,33
","19,84
","320
"
730,"Fraxure
","
","66
","117
","70
","40
","50
","67
","68,33
","26,52
","410
"
731,"Haxorus
","
","76
","147
","90
","60
","70
","97
","90,00
","30,96
","540
"
732,"Cubchoo
","
","55
","70
","40
","60
","40
","40
","50,83
","12,81
","305
"
733,"Beartic
","
","95
","13035
","80
","70
","80
","50
","84,17
","26,91
","505
"
734,"Cryogonal
","
","8026
","50
","5036
","95
","135
","105
","85,83
","33,08
","515
"
735,"Shelmet
","
","50
","40
","85
","40
","65
","25
","50,83
","21,31
","305
"
736,"Accelgor
","
","80
","70
","40
","100
","60
","145
","82,50
","36,57
","495
"
737,"Stunfisk
","
","109
","66
","84
","81
","99
","32
","78,50
","27,22
","471
"
738,"Stunfisk de Galar
","
","109
","81
","99
","66
","84
","32
","78,50
","27,22
","471
"
739,"Mienfoo
","
","45
","85
","50
","55
","50
","65
","58,33
","14,72
","350
"
740,"Mienshao
","
","65
","125
","60
","95
","60
","105
","85,00
","27,39
","510
"
741,"Druddigon
","
","77
","120
","90
","60
","90
","48
","80,83
","25,41
","485
"
742,"Golett
","
","59
","74
","50
","35
","50
","35
","50,50
","14,87
","303
"
743,"Golurk
","
","89
","124
","80
","55
","80
","55
","80,50
","25,56
","483
"
744,"Pawniard
","
","45
","85
","70
","40
","40
","60
","56,67
","18,35
","340
"
745,"Bisharp
","
","65
","125
","100
","60
","70
","70
","81,67
","25,43
","490
"
746,"Bouffalant
","
","95
","110
","95
","40
","95
","55
","81,67
","27,51
","490
"
747,"Rufflet
","
","70
","83
","50
","37
","50
","60
","58,33
","16,38
","350
"
748,"Braviary
","
","100
","123
","75
","57
","75
","80
","85,00
","23,14
","510
"
749,"Braviary de Hisui
","
","110
","83
","70
","112
","70
","65
","85,00
","21,01
","510
"
750,"Vullaby
","
","70
","55
","75
","45
","65
","60
","61,67
","10,80
","370
"
751,"Mandibuzz
","
","110
","65
","105
","55
","95
","80
","85,00
","22,14
","510
"
752,"Heatmor
","
","85
","97
","66
","105
","66
","65
","80,67
","17,63
","484
"
753,"Durant
","
","58
","109
","112
","48
","48
","109
","80,67
","32,36
","484
"
754,"Deino
","
","52
","65
","50
","45
","50
","38
","50,00
","8,92
","300
"
755,"Zweilous
","
","72
","85
","70
","65
","70
","58
","70,00
","8,92
","420
"
756,"Hydreigon
","
","92
","105
","90
","125
","90
","98
","100,00
","13,55
","600
"
757,"Larvesta
","
","55
","85
","55
","50
","55
","60
","60,00
","12,65
","360
"
758,"Volcarona
","
","85
","60
","65
","135
","105
","100
","91,67
","27,87
","550
"
759,"Cobalion
","
","91
","90
","129
","90
","72
","108
","96,67
","19,51
","580
"
760,"Terrakion
","
","91
","129
","90
","72
","90
","108
","96,67
","19,51
","580
"
761,"Virizion
","
","91
","90
","72
","90
","129
","108
","96,67
","19,51
","580
"
762,"Tornadus (forma avatar)
","
","79
","115
","70
","125
","80
","111
","96,67
","23,00
","580
"
763,"Tornadus (forma tótem)
","
","79
","100
","80
","110
","90
","121
","96,67
","16,82
","580
"
764,"Thundurus (forma avatar)
","
","79
","115
","70
","125
","80
","111
","96,67
","23,00
","580
"
765,"Thundurus (forma tótem)
","
","79
","105
","70
","145
","80
","101
","96,67
","27,30
","580
"
766,"Reshiram
","
","100
","120
","100
","150
","120
","90
","113,33
","21,60
","680
"
767,"Zekrom
","
","100
","150
","120
","120
","100
","90
","113,33
","21,60
","680
"
768,"Landorus (forma avatar)
","
","89
","125
","90
","115
","80
","101
","100,00
","17,16
","600
"
769,"Landorus (forma tótem)
","
","89
","145
","90
","105
","80
","91
","100,00
","23,46
","600
"
770,"Kyurem
","
","125
","130
","90
","130
","90
","95
","110,00
","20,25
","660
"
771,"Kyurem negro
","
","125
","170
","100
","120
","90
","95
","116,67
","29,61
","700
"
772,"Kyurem blanco
","
","125
","120
","90
","170
","100
","95
","116,67
","29,61
","700
"
773,"Keldeo
","
","91
","72
","90
","129
","90
","108
","96,67
","19,51
","580
"
774,"Meloetta (forma lírica)
","
","100
","77
","77
","128
","128
","90
","100,00
","23,35
","600
"
775,"Meloetta (forma danza)
","
","100
","128
","90
","77
","77
","128
","100,00
","23,35
","600
"
776,"Genesect
","
","71
","120
","95
","120
","95
","99
","100,00
","18,40
","600
"
777,"Chespin
","
","56
","61
","65
","48
","45
","38
","52,17
","10,26
","313
"
778,"Quilladin
","
","61
","78
","95
","56
","58
","57
","67,50
","15,76
","405
"
779,"Chesnaught
","
","88
","107
","122
","74
","75
","64
","88,33
","22,17
","530
"
780,"Fennekin
","
","40
","45
","40
","62
","60
","60
","51,17
","10,59
","307
"
781,"Braixen
","
","59
","59
","58
","90
","70
","73
","68,17
","12,45
","409
"
782,"Delphox
","
","75
","69
","72
","114
","100
","104
","89,00
","19,27
","534
"
783,"Froakie
","
","41
","56
","40
","62
","44
","71
","52,33
","12,69
","314
"
784,"Frogadier
","
","54
","63
","52
","83
","56
","97
","67,50
","18,36
","405
"
785,"Greninja
","
","72
","95
","67
","103
","71
","122
","88,33
","21,98
","530
"
786,"Greninja Ash
","
","72
","145
","67
","153
","71
","132
","106,67
","40,76
","640
"
787,"Bunnelby
","
","38
","36
","38
","32
","36
","57
","39,50
","8,85
","237
"
788,"Diggersby
","
","85
","56
","77
","50
","77
","78
","70,50
","14,01
","423
"
789,"Fletchling
","
","45
","50
","43
","40
","38
","62
","46,33
","8,73
","278
"
790,"Fletchinder
","
","62
","73
","55
","56
","52
","84
","63,67
","12,44
","382
"
791,"Talonflame
","
","78
","81
","71
","74
","69
","126
","83,17
","21,44
","499
"
792,"Scatterbug
","
","38
","35
","40
","27
","25
","35
","33,33
","6,02
","200
"
793,"Spewpa
","
","45
","22
","60
","27
","30
","29
","35,50
","14,27
","213
"
794,"Vivillon
","
","80
","52
","50
","90
","50
","89
","68,50
","19,86
","411
"
795,"Litleo
","
","62
","50
","58
","73
","54
","72
","61,50
","9,42
","369
"
796,"Pyroar
","
","86
","68
","72
","109
","66
","106
","84,50
","19,16
","507
"
797,"Flabébé
","
","44
","38
","39
","61
","79
","42
","50,50
","16,28
","303
"
798,"Floette
","
","54
","45
","47
","75
","98
","52
","61,83
","20,70
","371
"
799,"Floette (flor eterna)
","
","74
","65
","67
","125
","128
","92
","91,83
","28,51
","551
"
800,"Florges
","
","78
","65
","68
","112
","154
","75
","92,00
","34,74
","552
"
801,"Skiddo
","
","66
","65
","48
","62
","57
","52
","58,33
","7,28
","350
"
802,"Gogoat
","
","123
","100
","62
","97
","81
","68
","88,50
","22,69
","531
"
803,"Pancham
","
","67
","82
","62
","46
","48
","43
","58,00
","15,11
","348
"
804,"Pangoro
","
","95
","124
","78
","69
","71
","58
","82,50
","23,72
","495
"
805,"Furfrou
","
","75
","80
","60
","65
","90
","102
","78,67
","15,64
","472
"
806,"Espurr
","
","62
","48
","54
","63
","60
","68
","59,17
","7,11
","355
"
807,"Meowstic
","
","74
","48
","76
","83
","81
","104
","77,67
","18,05
","466
"
808,"Honedge
","
","45
","80
","100
","35
","37
","28
","54,17
","28,98
","325
"
809,"Doublade
","
","59
","110
","150
","45
","49
","35
","74,67
","45,35
","448
"
810,"Aegislash (forma escudo)
","
","60
","50
","14037
","50
","14037
","60
","83,33
","44,12
","500
"
811,"Aegislash (forma filo)
","
","60
","14037
","50
","14037
","50
","60
","83,33
","44,12
","500
"
812,"Spritzee
","
","78
","52
","60
","63
","65
","23
","56,83
","18,61
","341
"
813,"Aromatisse
","
","101
","72
","72
","99
","89
","29
","77,00
","26,68
","462
"
814,"Swirlix
","
","62
","48
","66
","59
","57
","49
","56,83
","7,14
","341
"
815,"Slurpuff
","
","82
","80
","86
","85
","75
","72
","80,00
","5,55
","480
"
816,"Inkay
","
","53
","54
","53
","37
","46
","45
","48,00
","6,63
","288
"
817,"Malamar
","
","86
","92
","88
","68
","75
","73
","80,33
","9,61
","482
"
818,"Binacle
","
","42
","52
","67
","39
","56
","50
","51,00
","10,08
","306
"
819,"Barbaracle
","
","72
","92
","115
","54
","86
","68
","81,17
","21,36
","487
"
820,"Skrelp
","
","50
","60
","60
","60
","60
","30
","53,33
","12,11
","320
"
821,"Dragalge
","
","65
","75
","90
","97
","123
","44
","82,33
","27,39
","494
"
822,"Clauncher
","
","50
","53
","62
","58
","63
","44
","55,00
","7,38
","330
"
823,"Clawitzer
","
","71
","73
","88
","120
","89
","59
","83,33
","21,21
","500
"
824,"Helioptile
","
","44
","38
","33
","61
","43
","70
","48,17
","14,27
","289
"
825,"Heliolisk
","
","62
","55
","52
","109
","94
","109
","80,17
","26,87
","481
"
826,"Tyrunt
","
","58
","89
","77
","45
","45
","48
","60,33
","18,59
","362
"
827,"Tyrantrum
","
","82
","121
","119
","69
","59
","71
","86,83
","26,72
","521
"
828,"Amaura
","
","77
","59
","50
","67
","63
","46
","60,33
","11,34
","362
"
829,"Aurorus
","
","123
","77
","72
","99
","92
","58
","86,83
","22,94
","521
"
830,"Sylveon
","
","95
","65
","65
","110
","130
","60
","87,50
","28,77
","525
"
831,"Hawlucha
","
","78
","92
","75
","74
","63
","118
","83,33
","19,37
","500
"
832,"Dedenne
","
","67
","58
","57
","81
","67
","101
","71,83
","16,69
","431
"
833,"Carbink
","
","50
","50
","150
","50
","150
","50
","83,33
","51,64
","500
"
834,"Goomy
","
","45
","50
","35
","55
","75
","40
","50,00
","14,14
","300
"
835,"Sliggoo
","
","68
","75
","53
","83
","113
","60
","75,33
","21,29
","452
"
836,"Sliggoo de Hisui
","
","58
","75
","83
","83
","113
","40
","75,33
","24,84
","452
"
837,"Goodra
","
","90
","100
","70
","110
","150
","80
","100,00
","28,28
","600
"
838,"Goodra de Hisui
","
","80
","100
","100
","110
","150
","60
","100,00
","30,33
","600
"
839,"Klefki
","
","57
","80
","91
","80
","87
","75
","78,33
","11,89
","470
"
840,"Phantump
","
","43
","70
","48
","50
","60
","38
","51,50
","11,69
","309
"
841,"Trevenant
","
","85
","110
","76
","65
","82
","56
","79,00
","18,65
","474
"
842,"Pumpkaboo (tamaño pequeño)
","
","44
","66
","70
","44
","55
","56
","55,83
","10,82
","335
"
843,"Pumpkaboo (tamaño normal)
","
","49
","66
","70
","44
","55
","51
","55,83
","10,15
","335
"
844,"Pumpkaboo (tamaño grande)
","
","54
","66
","70
","44
","55
","46
","55,83
","10,44
","335
"
845,"Pumpkaboo (tamaño extra)
","
","59
","66
","70
","44
","55
","41
","55,83
","11,62
","335
"
846,"Gourgeist (tamaño pequeño)
","
","55
","85
","122
","58
","75
","99
","82,33
","25,50
","494
"
847,"Gourgeist (tamaño normal)
","
","65
","90
","122
","58
","75
","84
","82,33
","22,72
","494
"
848,"Gourgeist (tamaño grande)
","
","75
","95
","122
","58
","75
","69
","82,33
","22,85
","494
"
849,"Gourgeist (tamaño extra)
","
","85
","100
","122
","58
","75
","54
","82,33
","25,85
","494
"
850,"Bergmite
","
","55
","69
","85
","32
","35
","28
","50,67
","22,98
","304
"
851,"Avalugg
","
","95
","117
","184
","44
","46
","28
","85,67
","58,95
","514
"
852,"Avalugg de Hisui
","
","95
","127
","184
","34
","36
","38
","85,67
","61,44
","514
"
853,"Noibat
","
","40
","30
","35
","45
","40
","55
","40,83
","8,61
","245
"
854,"Noivern
","
","85
","70
","80
","97
","80
","123
","89,17
","18,76
","535
"
855,"Xerneas
","
","126
","131
","95
","131
","98
","99
","113,33
","17,67
","680
"
856,"Yveltal
","
","126
","131
","95
","131
","98
","99
","113,33
","17,67
","680
"
857,"Zygarde (al 10%)
","
","54
","100
","71
","61
","85
","115
","81,00
","23,50
","486
"
858,"Zygarde (al 50%)
","
","108
","100
","121
","81
","95
","95
","100,00
","13,54
","600
"
859,"Zygarde (forma completa)
","
","216
","100
","121
","91
","95
","85
","118,00
","49,57
","708
"
860,"Diancie
","
","50
","100
","150
","100
","150
","50
","100,00
","44,72
","600
"
861,"Mega-Diancie
","
","50
","160
","110
","160
","110
","110
","116,67
","40,82
","700
"
862,"Hoopa (forma contenida)
","
","80
","110
","60
","150
","130
","70
","100,00
","35,78
","600
"
863,"Hoopa (forma desatada)
","
","80
","160
","60
","170
","130
","80
","113,33
","46,33
","680
"
864,"Volcanion
","
","80
","110
","120
","130
","90
","70
","100,00
","23,66
","600
"
865,"Rowlet
","
","68
","55
","55
","50
","50
","42
","53,33
","8,62
","320
"
866,"Dartrix
","
","78
","75
","75
","70
","70
","52
","70,00
","9,36
","420
"
867,"Decidueye
","
","78
","107
","75
","100
","100
","70
","88,33
","15,76
","530
"
868,"Decidueye de Hisui
","
","88
","112
","80
","95
","95
","60
","88,33
","17,44
","530
"
869,"Litten
","
","45
","65
","40
","60
","40
","70
","53,33
","13,29
","320
"
870,"Torracat
","
","65
","85
","50
","80
","50
","90
","70,00
","17,61
","420
"
871,"Incineroar
","
","95
","115
","90
","80
","90
","60
","88,33
","18,07
","530
"
872,"Popplio
","
","50
","54
","54
","66
","56
","40
","53,33
","8,45
","320
"
873,"Brionne
","
","60
","69
","69
","91
","81
","50
","70,00
","14,59
","420
"
874,"Primarina
","
","80
","74
","74
","126
","116
","60
","88,33
","26,33
","530
"
875,"Pikipek
","
","35
","75
","30
","30
","30
","65
","44,17
","20,35
","265
"
876,"Trumbeak
","
","55
","85
","50
","40
","50
","75
","59,17
","17,15
","355
"
877,"Toucannon
","
","80
","120
","75
","75
","75
","60
","80,83
","20,35
","485
"
878,"Yungoos
","
","48
","70
","30
","30
","30
","45
","42,17
","15,88
","253
"
879,"Gumshoos
","
","88
","110
","60
","55
","60
","45
","69,67
","24,39
","418
"
880,"Grubbin
","
","47
","62
","45
","55
","45
","46
","50,00
","6,99
","300
"
881,"Charjabug
","
","57
","82
","95
","55
","75
","36
","66,67
","21,34
","400
"
882,"Vikavolt
","
","77
","70
","90
","145
","75
","43
","83,33
","33,95
","500
"
883,"Crabrawler
","
","47
","82
","57
","42
","47
","63
","56,33
","14,72
","338
"
884,"Crabominable
","
","97
","132
","77
","62
","67
","43
","79,67
","31,19
","478
"
885,"Oricorio (estilo apasionado)
","
","75
","70
","70
","98
","70
","93
","79,33
","12,77
","476
"
886,"Oricorio (estilo animado)
","
","75
","70
","70
","98
","70
","93
","79,33
","12,77
","476
"
887,"Oricorio (estilo plácido)
","
","75
","70
","70
","98
","70
","93
","79,33
","12,77
","476
"
888,"Oricorio (estilo refinado)
","
","75
","70
","70
","98
","70
","93
","79,33
","12,77
","476
"
889,"Cutiefly
","
","40
","45
","40
","55
","40
","84
","50,67
","17,34
","304
"
890,"Ribombee
","
","60
","55
","60
","95
","70
","124
","77,33
","26,99
","464
"
891,"Rockruff
","
","45
","65
","40
","30
","40
","60
","46,67
","13,29
","280
"
892,"Lycanroc (forma diurna)
","
","75
","115
","65
","55
","65
","112
","81,17
","25,85
","487
"
893,"Lycanroc (forma nocturna)
","
","85
","115
","75
","55
","75
","82
","81,17
","19,60
","487
"
894,"Lycanroc (forma crepuscular)
","
","75
","117
","65
","55
","65
","110
","81,17
","25,93
","487
"
895,"Wishiwashi (forma individual)
","
","45
","20
","20
","25
","25
","40
","29,17
","10,68
","175
"
896,"Wishiwashi (forma banco)
","
","45
","140
","130
","140
","135
","30
","103,33
","51,35
","620
"
897,"Mareanie
","
","50
","53
","62
","43
","52
","45
","50,83
","6,74
","305
"
898,"Toxapex
","
","50
","63
","152
","53
","142
","35
","82,50
","50,86
","495
"
899,"Mudbray
","
","70
","100
","70
","45
","55
","45
","64,17
","20,84
","385
"
900,"Mudsdale
","
","100
","125
","100
","55
","85
","35
","83,33
","32,96
","500
"
901,"Dewpider
","
","38
","40
","52
","40
","72
","27
","44,83
","15,50
","269
"
902,"Araquanid
","
","68
","70
","92
","50
","132
","42
","75,67
","32,63
","454
"
903,"Fomantis
","
","40
","55
","35
","50
","35
","35
","41,67
","8,76
","250
"
904,"Lurantis
","
","70
","105
","90
","80
","90
","45
","80,00
","20,74
","480
"
905,"Morelull
","
","40
","35
","55
","65
","75
","15
","47,50
","21,85
","285
"
906,"Shiinotic
","
","60
","45
","80
","90
","100
","30
","67,50
","27,16
","405
"
907,"Salandit
","
","48
","44
","40
","71
","40
","77
","53,33
","16,39
","320
"
908,"Salazzle
","
","68
","64
","60
","111
","60
","117
","80,00
","26,57
","480
"
909,"Stufful
","
","70
","75
","50
","45
","50
","50
","56,67
","12,52
","340
"
910,"Bewear
","
","120
","125
","80
","55
","60
","60
","83,33
","31,57
","500
"
911,"Bounsweet
","
","42
","30
","38
","30
","38
","32
","35,00
","5,02
","210
"
912,"Steenee
","
","52
","40
","48
","40
","48
","62
","48,33
","8,24
","290
"
913,"Tsareena
","
","72
","120
","98
","50
","98
","72
","85,00
","25,00
","510
"
914,"Comfey
","
","51
","52
","90
","82
","110
","100
","80,83
","24,60
","485
"
915,"Oranguru
","
","90
","60
","80
","90
","110
","60
","81,67
","19,41
","490
"
916,"Passimian
","
","100
","120
","90
","40
","60
","80
","81,67
","28,58
","490
"
917,"Wimpod
","
","25
","35
","40
","20
","30
","80
","38,33
","21,60
","230
"
918,"Golisopod
","
","75
","125
","140
","60
","90
","40
","88,33
","38,30
","530
"
919,"Sandygast
","
","55
","55
","80
","70
","45
","15
","53,33
","22,51
","320
"
920,"Palossand
","
","85
","75
","110
","100
","75
","35
","80,00
","26,08
","480
"
921,"Pyukumuku
","
","55
","60
","130
","30
","130
","5
","68,33
","51,64
","410
"
922,"Código Cero
","
","95
","95
","95
","95
","95
","59
","89,00
","14,70
","534
"
923,"Silvally
","
","95
","95
","95
","95
","95
","95
","95,00
","0,00
","570
"
924,"Minior (forma meteorito)
","
","60
","60
","100
","60
","100
","60
","73,33
","20,66
","440
"
925,"Minior (forma núcleo)
","
","60
","100
","60
","100
","60
","120
","83,33
","26,58
","500
"
926,"Komala
","
","65
","115
","65
","75
","95
","65
","80,00
","20,74
","480
"
927,"Turtonator
","
","60
","78
","135
","91
","85
","36
","80,83
","33,19
","485
"
928,"Togedemaru
","
","65
","98
","63
","40
","73
","96
","72,50
","21,93
","435
"
929,"Mimikyu
","
","55
","90
","80
","50
","105
","96
","79,33
","22,38
","476
"
930,"Bruxish
","
","68
","105
","70
","70
","70
","92
","79,17
","15,55
","475
"
931,"Drampa
","
","78
","60
","85
","135
","91
","36
","80,83
","33,19
","485
"
932,"Dhelmise
","
","70
","131
","100
","86
","90
","40
","86,17
","30,36
","517
"
933,"Jangmo-o
","
","45
","55
","65
","45
","45
","45
","50,00
","8,37
","300
"
934,"Hakamo-o
","
","55
","75
","90
","65
","70
","65
","70,00
","11,83
","420
"
